"User","freq_type","mone_type","rec_type","Cluster","value"
15405,2,2,2,4,34
15406,3,2,3,1,41
15407,3,3,2,1,46
15408,2,2,1,3,29
15409,2,1,1,4,19
15410,2,3,3,3,49
15411,2,3,1,4,39
15412,1,2,1,4,27
15413,3,3,3,1,51
15414,2,3,3,3,49
15415,3,2,1,3,31
15417,2,2,1,4,29
15418,2,3,3,2,49
15420,1,2,1,4,27
15421,3,2,2,3,36
15423,3,3,3,1,51
15424,1,2,1,5,27
15425,2,1,2,2,24
15426,1,1,1,4,17
15428,2,2,2,3,34
15429,2,3,1,4,39
15430,3,2,3,1,41
15433,3,3,1,3,41
15434,2,2,2,2,34
15435,1,1,1,4,17
15436,3,3,3,1,51
15437,3,3,3,1,51
15438,2,3,2,3,44
15439,1,1,1,5,17
15440,1,1,1,4,17
15441,2,2,1,4,29
15443,1,1,3,2,27
15444,2,2,1,4,29
15445,2,2,1,3,29
15446,2,2,2,2,34
15447,2,3,2,2,44
15448,2,2,1,4,29
15449,2,3,2,3,44
15450,3,3,3,1,51
15451,2,2,3,3,39
15452,2,2,2,3,34
15453,2,3,1,4,39
15454,3,2,3,1,41
15455,1,1,2,2,22
15456,3,3,3,1,51
15457,2,2,2,4,34
15458,2,3,2,3,44
15459,3,3,2,1,46
15460,2,3,1,4,39
15461,1,1,1,4,17
15462,1,1,1,4,17
15463,2,2,3,2,39
15464,2,2,1,4,29
15465,3,3,2,1,46
15466,2,2,3,3,39
15467,1,1,1,4,17
15468,1,1,1,5,17
15469,3,3,3,1,51
15470,1,1,1,4,17
15471,2,1,1,4,19
15472,3,3,3,1,51
15473,2,2,1,4,29
15474,1,3,1,4,37
15475,2,3,2,3,44
15476,3,2,2,3,36
15477,1,1,3,2,27
15478,1,1,1,4,17
15479,2,1,2,2,24
15480,3,3,3,1,51
15481,2,3,1,4,39
15482,2,2,3,3,39
15483,2,2,2,3,34
15484,2,2,1,3,29
15485,2,3,3,2,49
15486,3,3,3,1,51
15487,2,2,1,3,29
15489,2,2,3,3,39
15490,3,3,3,1,51
15491,3,3,2,3,46
15492,2,3,2,2,44
15493,1,2,1,5,27
15494,2,1,1,4,19
15495,2,2,2,2,34
15496,2,2,1,3,29
15497,2,1,3,2,29
15498,1,1,3,2,27
15500,1,1,2,2,22
15501,3,3,2,1,46
15502,2,3,3,3,49
15504,3,3,2,1,46
15506,1,1,1,5,17
15507,2,1,3,2,29
15508,3,3,3,1,51
15509,1,2,1,5,27
15510,2,3,2,2,44
15512,2,3,1,4,39
15514,2,2,2,3,34
15515,2,1,2,2,24
15516,2,2,3,2,39
15517,3,2,1,3,31
15518,3,3,3,1,51
15519,1,2,1,5,27
15520,2,2,3,2,39
15521,1,3,1,4,37
15522,3,3,2,1,46
15523,1,1,2,2,22
15524,1,1,2,2,22
15526,1,1,1,4,17
15527,1,1,3,2,27
15528,2,2,1,5,29
15529,1,2,2,2,32
15530,2,2,2,3,34
15531,2,2,2,2,34
15532,2,3,1,5,39
15534,2,2,3,2,39
15535,1,1,1,4,17
15536,2,2,1,4,29
15537,2,3,2,4,44
15538,3,3,3,1,51
15539,3,3,2,1,46
15540,1,1,3,2,27
15541,2,2,1,3,29
15544,3,3,2,1,46
15545,2,2,3,2,39
15546,1,3,1,4,37
15547,3,3,2,1,46
15548,1,1,2,2,22
15549,2,2,2,2,34
15550,2,1,2,2,24
15551,2,3,2,2,44
15552,2,2,3,2,39
15554,2,3,1,3,39
15555,2,2,1,4,29
15556,3,3,1,1,41
15557,3,3,3,1,51
15558,1,1,2,4,22
15559,1,1,2,2,22
15560,1,2,1,4,27
15561,2,2,1,4,29
15562,1,1,1,5,17
15563,2,2,2,2,34
15564,2,2,2,2,34
15565,3,3,1,3,41
15566,2,2,2,2,34
15567,2,2,1,4,29
15568,1,2,2,2,32
15569,2,3,1,3,39
15570,2,3,3,3,49
15571,2,2,3,2,39
15573,3,2,3,1,41
15574,1,1,2,2,22
15575,1,1,1,5,17
15576,3,3,2,1,46
15578,3,3,2,1,46
15579,2,2,2,2,34
15580,1,2,1,4,27
15582,2,2,3,2,39
15583,2,2,1,4,29
15585,1,2,1,5,27
15586,3,3,3,1,51
15587,2,2,3,2,39
15588,2,2,2,2,34
15589,2,2,3,3,39
15590,2,2,3,2,39
15591,1,2,1,4,27
15592,1,1,1,4,17
15593,2,2,1,4,29
15594,2,3,1,4,39
15595,2,3,1,4,39
15596,3,2,3,1,41
15597,2,3,3,2,49
15598,2,3,2,3,44
15599,2,3,2,3,44
15600,2,1,1,5,19
15601,3,3,3,1,51
15602,3,3,3,1,51
15603,2,1,1,4,19
15604,2,2,3,2,39
15605,1,1,3,2,27
15606,2,2,3,3,39
15607,1,3,3,2,47
15608,2,2,3,3,39
15609,3,3,2,1,46
15610,2,3,2,3,44
15611,2,2,3,3,39
15612,1,1,2,4,22
15613,2,3,1,4,39
15616,2,2,2,4,34
15617,2,3,3,3,49
15618,1,1,1,4,17
15619,2,3,3,2,49
15621,2,2,3,3,39
15622,1,1,3,2,27
15623,1,1,2,2,22
15625,2,3,3,2,49
15627,2,2,2,2,34
15628,2,2,2,3,34
15629,3,3,3,1,51
15630,1,3,1,4,37
15632,1,2,1,5,27
15633,3,3,2,1,46
15634,1,3,2,2,42
15635,1,2,1,5,27
15636,1,1,2,4,22
15639,2,3,3,3,49
15640,2,2,1,4,29
15641,1,1,1,5,17
15645,1,1,1,4,17
15646,1,1,2,2,22
15648,1,2,2,2,32
15649,1,2,3,2,37
15650,2,1,1,4,19
15653,1,1,1,4,17
15654,2,2,2,2,34
15655,2,1,3,3,29
15656,2,2,1,4,29
15657,2,2,1,5,29
15659,1,1,3,2,27
15660,2,3,1,4,39
15661,3,3,3,1,51
15662,2,2,1,4,29
15663,2,2,1,4,29
15664,2,2,3,3,39
15665,2,2,3,3,39
15666,2,2,1,4,29
15667,1,3,3,2,47
15668,3,2,3,1,41
15669,3,2,3,1,41
15670,1,2,1,5,27
15671,2,3,1,5,39
15675,3,2,3,1,41
15677,3,2,2,3,36
15678,1,1,2,4,22
15679,2,3,3,3,49
15682,2,2,1,4,29
15683,1,1,1,4,17
15684,1,2,1,5,27
15685,2,2,1,4,29
15686,1,1,2,2,22
15687,1,3,1,4,37
15688,2,1,1,4,19
15689,2,3,2,3,44
15690,2,2,1,4,29
15692,2,1,2,4,24
15693,2,2,1,5,29
15694,2,3,3,2,49
15695,3,3,2,3,46
15696,2,2,1,4,29
15699,2,3,2,3,44
15700,2,3,3,2,49
15701,2,2,1,4,29
15702,2,3,1,3,39
15704,2,2,3,2,39
15705,3,3,3,1,51
15706,1,1,1,4,17
15707,2,2,1,5,29
15708,1,1,1,4,17
15709,2,1,3,3,29
15710,2,2,2,2,34
15711,2,2,1,5,29
15713,2,2,2,2,34
15714,3,3,2,1,46
15715,2,1,1,4,19
15716,2,3,3,2,49
15717,1,2,1,4,27
15719,3,2,3,1,41
15720,3,3,1,3,41
15721,2,3,1,4,39
15723,1,2,2,2,32
15724,1,2,1,5,27
15725,2,2,1,4,29
15726,1,2,2,2,32
15727,2,2,2,4,34
15728,2,1,2,2,24
15729,2,3,3,2,49
15731,3,3,2,1,46
15732,3,3,3,1,51
15733,2,2,1,4,29
15734,2,2,2,4,34
15735,3,3,3,1,51
15737,1,2,1,4,27
15738,1,1,1,5,17
15739,1,1,1,5,17
15740,1,1,3,2,27
15741,2,3,3,2,49
15742,1,1,3,2,27
15744,2,2,2,4,34
15745,2,3,1,4,39
15746,2,3,1,3,39
15747,2,2,3,2,39
15748,2,1,2,2,24
15751,2,1,3,2,29
15752,3,3,2,3,46
15753,2,3,1,4,39
15754,2,2,1,4,29
15755,2,2,3,3,39
15756,1,1,1,5,17
15757,1,2,3,2,37
15758,2,3,2,2,44
15759,1,1,1,4,17
15760,2,2,1,4,29
15761,2,3,3,2,49
15762,2,1,2,2,24
15763,1,1,1,4,17
15764,1,1,1,5,17
15765,2,3,3,3,49
15766,1,2,1,4,27
15767,2,2,2,2,34
15768,1,1,1,4,17
15770,1,2,1,5,27
15771,2,2,1,4,29
15772,2,3,2,3,44
15773,2,2,2,4,34
15774,2,2,2,3,34
15775,1,1,2,2,22
15776,1,2,1,4,27
15777,3,3,2,1,46
15778,1,2,1,5,27
15779,2,3,2,3,44
15781,3,3,2,1,46
15782,2,2,2,2,34
15783,2,2,3,2,39
15784,2,2,2,2,34
15785,3,2,3,1,41
15786,2,3,1,3,39
15787,2,2,3,3,39
15788,2,3,2,2,44
15789,2,3,3,3,49
15790,1,1,3,2,27
15792,2,3,3,3,49
15793,2,3,2,3,44
15795,2,1,1,5,19
15796,1,1,2,2,22
15797,2,2,1,4,29
15798,1,2,3,2,37
15799,2,3,2,3,44
15800,3,3,3,1,51
15802,3,3,1,1,41
15803,3,3,3,1,51
15804,2,2,2,3,34
15805,2,3,1,4,39
15806,2,2,1,4,29
15807,2,2,3,2,39
15808,2,3,2,2,44
15809,2,1,1,5,19
15810,1,1,1,4,17
15811,3,3,3,1,51
15812,3,3,3,1,51
15813,2,3,3,3,49
15814,1,1,1,5,17
15815,2,1,1,4,19
15817,2,3,1,3,39
15818,1,2,1,4,27
15819,2,3,1,4,39
15820,2,3,2,3,44
15821,3,3,2,1,46
15822,3,3,3,1,51
15823,1,1,3,2,27
15825,2,2,3,2,39
15826,2,2,3,3,39
15827,1,2,1,4,27
15828,1,1,1,5,17
15829,3,2,3,1,41
15831,2,1,2,2,24
15832,2,2,1,5,29
15833,1,1,1,5,17
15834,2,2,1,4,29
15835,3,3,3,1,51
15836,2,3,3,3,49
15837,2,3,3,2,49
15839,2,2,2,3,34
15840,2,2,2,2,34
15841,2,3,2,4,44
15842,2,2,3,2,39
15843,2,2,2,3,34
15844,2,2,3,3,39
15845,2,2,1,3,29
15846,3,3,3,1,51
15848,1,2,1,4,27
15849,2,2,1,5,29
15850,2,2,2,3,34
15851,3,3,2,3,46
15852,2,2,3,2,39
15853,2,3,2,3,44
15854,2,3,3,2,49
15855,3,3,3,1,51
15857,2,3,2,3,44
15858,2,3,2,3,44
15860,2,2,1,4,29
15862,1,1,1,4,17
15864,3,2,3,1,41
15865,1,3,1,4,37
15866,1,2,1,5,27
15867,3,3,1,1,41
15868,3,3,1,3,41
15869,1,1,1,5,17
15870,1,1,3,2,27
15871,2,1,1,5,19
15872,2,2,3,2,39
15873,2,1,1,5,19
15874,2,2,3,3,39
15875,2,2,1,4,29
15876,2,2,2,4,34
15877,2,2,2,2,34
15878,3,3,3,1,51
15881,2,3,1,4,39
15882,3,3,1,3,41
15883,2,2,3,2,39
15884,2,2,2,4,34
15885,3,3,3,1,51
15886,1,1,1,4,17
15887,2,3,2,4,44
15888,2,2,2,3,34
15889,2,2,2,3,34
15890,1,2,3,2,37
15891,2,2,3,3,39
15892,2,1,1,4,19
15893,2,2,1,4,29
15894,3,3,3,1,51
15895,2,3,3,3,49
15896,3,3,3,1,51
15897,2,3,1,5,39
15898,2,3,2,3,44
15899,1,3,2,2,42
15900,2,3,1,3,39
15904,2,3,1,3,39
15905,3,2,3,1,41
15906,1,1,2,2,22
15907,3,2,2,1,36
15908,2,1,2,4,24
15910,1,1,1,5,17
15911,3,3,2,1,46
15912,1,1,1,4,17
15914,1,1,2,2,22
15917,1,3,3,2,47
15918,2,2,1,4,29
15919,1,1,3,2,27
15920,2,2,2,2,34
15921,2,2,3,3,39
15922,2,3,1,4,39
15923,2,2,3,3,39
15924,3,3,2,1,46
15926,1,1,1,5,17
15928,2,2,2,2,34
15929,2,3,1,4,39
15932,1,1,1,4,17
15933,3,2,3,1,41
15934,2,2,1,4,29
15935,2,2,2,3,34
15936,3,3,3,1,51
15937,2,2,2,2,34
15938,1,1,1,4,17
15939,2,3,1,4,39
15940,3,3,2,1,46
15941,1,1,1,4,17
15942,1,1,2,2,22
15943,1,1,2,2,22
15944,2,2,1,4,29
15946,2,3,2,3,44
15947,2,3,3,3,49
15948,2,3,2,2,44
15949,2,2,1,4,29
15950,1,3,1,4,37
15951,2,2,2,2,34
15952,1,1,2,4,22
15953,2,2,1,5,29
15954,2,2,1,4,29
15957,2,2,3,3,39
15958,2,2,2,2,34
15959,2,3,1,3,39
15961,1,1,2,2,22
15962,2,2,3,2,39
15963,1,1,1,4,17
15964,2,2,3,3,39
15965,2,2,1,4,29
15966,1,1,1,4,17
15967,2,2,3,2,39
15969,2,2,1,4,29
15970,2,3,2,2,44
15971,2,3,1,4,39
15973,2,3,2,2,44
15974,2,2,3,2,39
15975,2,2,2,2,34
15976,2,1,1,4,19
15977,1,2,1,4,27
15978,2,3,3,3,49
15979,3,2,1,3,31
15980,1,3,1,4,37
15981,3,3,3,1,51
15982,2,3,3,2,49
15983,2,2,1,5,29
15984,2,3,3,3,49
15985,2,1,3,2,29
15986,3,2,1,3,31
15987,2,2,3,3,39
15988,2,3,1,5,39
15990,1,3,1,5,37
15991,2,2,2,2,34
15992,1,1,3,2,27
15994,2,2,1,4,29
15995,2,2,3,2,39
15996,3,2,3,1,41
15997,2,2,1,4,29
15998,2,3,3,3,49
15999,3,3,3,1,51
16000,2,2,1,4,29
16001,2,2,3,2,39
16002,2,3,2,3,44
16003,1,1,1,5,17
16004,1,1,2,4,22
16005,2,2,3,2,39
16006,3,2,2,3,36
16007,2,1,3,2,29
16008,2,1,1,4,19
16010,2,2,2,3,34
16012,1,2,1,4,27
16013,2,3,2,3,44
16014,2,2,1,3,29
16015,3,3,3,1,51
16017,2,2,1,3,29
16018,1,1,1,4,17
16019,2,3,3,2,49
16020,2,2,2,3,34
16021,2,2,3,2,39
16022,3,3,2,1,46
16023,1,1,1,5,17
16024,3,3,3,1,51
16025,2,3,1,4,39
16026,3,3,2,1,46
16027,2,1,1,4,19
16028,2,2,1,4,29
16029,1,1,1,5,17
16030,2,2,1,4,29
16031,2,3,2,2,44
16032,1,1,1,4,17
16033,2,2,1,5,29
16034,1,1,3,2,27
16035,2,2,3,2,39
16036,2,2,3,3,39
16037,2,3,3,3,49
16038,2,3,2,2,44
16039,2,3,1,4,39
16040,2,3,3,2,49
16041,3,3,2,1,46
16042,2,2,1,4,29
16043,2,1,2,4,24
16044,1,1,2,2,22
16045,3,3,3,1,51
16046,3,3,1,3,41
16047,1,1,2,2,22
16048,2,2,2,2,34
16049,1,1,1,5,17
16050,2,1,3,3,29
16051,2,2,1,4,29
16053,2,2,1,4,29
16054,2,3,1,4,39
16055,1,1,1,4,17
16056,1,1,1,4,17
16057,3,3,2,1,46
16060,2,2,3,2,39
16061,2,1,1,4,19
16062,1,1,1,4,17
16063,2,3,1,5,39
16064,2,2,3,2,39
16065,1,1,1,4,17
16066,2,1,1,4,19
16068,2,2,3,2,39
16069,2,2,3,2,39
16070,2,3,1,4,39
16071,1,2,1,5,27
16072,2,3,2,3,44
16074,1,1,3,2,27
16075,2,2,3,2,39
16076,2,1,2,2,24
16077,2,3,2,2,44
16078,1,1,1,5,17
16080,2,2,1,3,29
16081,2,2,1,3,29
16082,2,3,3,3,49
16083,2,1,2,4,24
16085,2,2,3,2,39
16086,2,3,2,3,44
16087,1,1,1,4,17
16088,3,3,3,1,51
16089,2,3,1,3,39
16090,2,3,3,2,49
16091,2,1,1,4,19
16092,2,3,1,4,39
16093,1,1,1,5,17
16094,2,2,3,2,39
16095,2,2,2,3,34
16096,1,1,3,2,27
16097,1,1,3,2,27
16099,2,2,1,4,29
16100,2,3,2,2,44
16101,3,3,3,1,51
16103,3,3,3,1,51
16104,3,3,2,1,46
16105,1,1,3,2,27
16106,2,2,2,2,34
16107,2,2,2,3,34
16108,2,3,2,2,44
16109,2,2,3,2,39
16110,2,2,3,2,39
16111,1,1,2,2,22
16112,1,2,3,2,37
16113,1,2,2,4,32
16114,2,2,3,2,39
16115,1,1,3,2,27
16116,1,2,1,5,27
16117,1,3,1,5,37
16118,2,2,3,2,39
16120,1,1,1,5,17
16121,2,2,2,3,34
16122,2,3,3,3,49
16123,2,3,3,3,49
16124,1,1,1,4,17
16125,3,3,3,1,51
16126,2,2,2,3,34
16127,2,2,1,4,29
16128,2,2,3,2,39
16129,3,3,3,1,51
16130,3,3,2,1,46
16131,2,2,3,3,39
16133,2,2,1,3,29
16134,1,1,1,4,17
16135,1,1,3,2,27
16136,2,2,3,2,39
16137,2,2,2,3,34
16138,2,3,3,3,49
16139,3,3,3,1,51
16140,2,2,1,5,29
16141,1,1,1,4,17
16142,2,2,1,3,29
16143,2,2,1,4,29
16144,2,2,2,2,34
16145,3,3,3,1,51
16146,3,3,3,1,51
16147,2,3,1,5,39
16148,1,1,2,2,22
16149,2,2,2,2,34
16151,1,1,1,5,17
16152,2,3,3,3,49
16153,2,2,1,4,29
16154,1,2,1,4,27
16155,2,3,3,2,49
16156,2,2,3,2,39
16157,3,2,3,1,41
16158,1,1,1,4,17
16159,1,2,1,4,27
16160,2,1,2,2,24
16161,2,2,1,4,29
16162,2,2,3,3,39
16163,1,1,1,5,17
16165,1,1,1,4,17
16167,2,2,2,3,34
16168,2,3,3,3,49
16169,1,1,1,4,17
16170,1,3,1,4,37
16171,2,2,2,3,34
16172,1,1,1,5,17
16173,2,2,2,3,34
16174,1,1,1,4,17
16175,3,3,3,1,51
16176,1,1,2,2,22
16177,2,2,1,4,29
16178,3,3,3,1,51
16179,2,1,3,2,29
16180,2,2,1,5,29
16181,2,3,2,3,44
16182,2,3,3,2,49
16183,2,3,2,3,44
16184,2,2,3,2,39
16185,2,2,3,3,39
16187,3,3,3,1,51
16188,3,3,2,1,46
16189,2,2,3,2,39
16190,2,3,2,2,44
16191,2,2,2,2,34
16192,2,2,2,2,34
16194,1,2,1,5,27
16195,1,1,1,4,17
16196,2,1,3,2,29
16197,2,2,2,4,34
16198,2,2,2,2,34
16199,1,1,1,4,17
16200,2,1,1,4,19
16201,2,2,3,3,39
16202,2,2,3,2,39
16203,1,1,1,5,17
16205,1,1,1,4,17
16206,2,2,1,4,29
16208,3,3,3,1,51
16209,2,3,1,4,39
16212,2,2,3,3,39
16213,1,3,2,2,42
16215,1,1,3,2,27
16216,2,2,1,4,29
16217,3,3,3,1,51
16218,2,2,3,2,39
16219,2,2,2,3,34
16220,2,3,2,2,44
16221,2,2,2,2,34
16222,2,2,2,2,34
16223,2,2,2,2,34
16224,2,2,2,2,34
16225,3,3,3,1,51
16226,2,2,1,5,29
16227,1,1,2,2,22
16229,2,3,2,3,44
16232,1,1,2,4,22
16233,2,2,1,3,29
16234,2,1,1,5,19
16236,2,2,3,3,39
16237,1,2,3,2,37
16238,1,1,1,5,17
16239,2,2,1,3,29
16240,2,2,2,2,34
16242,2,3,2,3,44
16243,2,2,3,2,39
16244,3,3,2,1,46
16246,2,1,1,4,19
16247,2,2,1,4,29
16248,2,1,1,4,19
16249,3,3,3,1,51
16250,3,3,3,1,51
16251,1,1,1,5,17
16252,3,3,3,1,51
16253,3,3,3,1,51
16254,2,3,1,3,39
16257,1,1,2,2,22
16259,1,1,1,5,17
16260,3,3,3,1,51
16261,1,1,2,2,22
16263,1,2,1,5,27
16265,2,3,3,3,49
16266,2,2,1,4,29
16268,1,2,2,2,32
16269,2,2,3,3,39
16270,2,2,1,5,29
16271,2,2,3,3,39
16273,1,1,1,4,17
16274,1,1,1,4,17
16275,3,3,3,1,51
16276,2,2,1,5,29
16277,3,3,2,1,46
16278,1,2,2,2,32
16279,2,1,2,2,24
16280,2,3,1,3,39
16281,3,2,2,3,36
16282,1,2,1,5,27
16283,1,2,1,5,27
16286,2,3,3,2,49
16287,2,2,1,4,29
16289,1,1,1,4,17
16290,2,2,1,3,29
16292,3,3,2,1,46
16293,2,1,1,4,19
16294,1,1,1,4,17
16295,2,3,1,3,39
16296,3,3,2,1,46
16297,2,2,3,2,39
16298,2,3,2,3,44
16299,2,3,3,2,49
16300,2,2,1,3,29
16301,1,1,3,2,27
16302,2,2,3,3,39
16303,3,3,3,1,51
16304,1,2,1,5,27
16305,1,1,1,5,17
16306,3,3,2,1,46
16307,3,2,2,3,36
16308,1,2,1,5,27
16309,3,3,1,3,41
16311,1,2,2,2,32
16312,2,3,1,3,39
16313,1,1,3,2,27
16314,2,2,1,3,29
16315,2,3,3,2,49
16316,1,2,2,2,32
16317,1,2,1,4,27
16319,2,3,3,3,49
16320,1,1,1,4,17
16321,2,2,3,2,39
16322,2,3,1,3,39
16324,1,2,3,2,37
16325,2,2,1,4,29
16326,1,1,2,2,22
16327,2,3,3,2,49
16329,1,3,3,2,47
16330,3,2,2,3,36
16331,3,3,1,1,41
16332,2,2,1,4,29
16333,2,3,2,3,44
16334,2,3,1,4,39
16335,1,2,2,2,32
16337,2,1,1,4,19
16338,3,3,3,1,51
16339,3,3,2,3,46
16341,2,3,1,3,39
16343,2,2,3,2,39
16345,2,3,1,3,39
16346,1,1,2,2,22
16347,2,3,3,3,49
16348,3,3,1,1,41
16351,3,3,3,1,51
16352,2,2,2,3,34
16353,1,2,2,2,32
16354,2,2,3,2,39
16355,3,3,3,1,51
16358,2,2,3,3,39
16359,2,2,1,5,29
16360,2,3,3,3,49
16361,2,1,1,4,19
16362,2,2,3,3,39
16363,1,1,3,2,27
16364,1,2,1,5,27
16365,1,1,1,5,17
16368,1,2,2,2,32
16369,2,3,2,3,44
16370,2,1,3,2,29
16371,2,3,3,3,49
16372,2,3,3,3,49
16373,2,2,3,3,39
16374,2,3,2,3,44
16375,1,1,1,4,17
16376,2,2,2,2,34
16377,2,2,1,5,29
16378,2,2,2,3,34
16379,3,3,3,1,51
16380,2,2,3,2,39
16382,3,3,3,1,51
16383,1,1,2,2,22
16384,3,3,3,1,51
16385,1,2,2,2,32
16387,2,2,3,3,39
16388,3,3,1,1,41
16389,1,1,3,2,27
16390,1,1,1,4,17
16391,3,3,3,1,51
16392,2,2,1,4,29
16394,1,1,1,5,17
16395,1,1,1,5,17
16396,3,2,2,3,36
16397,1,1,1,4,17
16398,3,3,2,1,46
16400,3,3,2,3,46
16402,1,1,1,5,17
16403,2,1,2,2,24
16404,2,2,3,2,39
16405,2,1,2,2,24
16407,2,2,3,3,39
16408,1,3,1,5,37
16409,3,3,3,1,51
16410,2,3,3,3,49
16412,1,2,3,2,37
16414,2,2,2,3,34
16415,1,1,1,4,17
16416,1,1,1,5,17
16417,3,2,2,3,36
16420,2,2,3,2,39
16421,2,2,2,3,34
16422,1,1,1,5,17
16423,2,2,2,2,34
16424,1,3,1,4,37
16425,2,2,3,2,39
16426,2,2,3,2,39
16427,2,2,2,3,34
16428,1,1,1,4,17
16429,1,1,1,5,17
16431,1,2,1,5,27
16432,2,2,1,4,29
16436,2,2,1,4,29
16437,3,3,3,1,51
16438,2,2,1,4,29
16439,1,1,1,4,17
16440,3,2,3,1,41
16441,2,2,3,3,39
16442,2,1,1,5,19
16443,3,3,2,1,46
16444,1,1,1,4,17
16445,2,1,1,4,19
16446,2,2,1,4,29
16447,2,2,2,3,34
16448,2,2,3,2,39
16449,2,2,2,3,34
16450,3,3,2,1,46
16451,1,3,1,4,37
16452,1,2,3,2,37
16453,2,2,1,3,29
16454,1,3,1,4,37
16455,1,1,2,4,22
16459,2,2,1,4,29
16460,3,3,3,1,51
16461,2,2,3,2,39
16462,2,3,3,3,49
16463,1,3,2,2,42
16464,3,3,2,1,46
16465,2,2,2,2,34
16467,2,3,3,3,49
16468,1,1,1,5,17
16469,3,3,3,1,51
16470,2,3,3,3,49
16471,1,1,2,4,22
16472,2,2,1,4,29
16473,1,2,2,2,32
16474,3,3,1,1,41
16475,2,3,1,4,39
16477,2,2,1,4,29
16478,1,1,3,2,27
16479,2,3,3,3,49
16480,3,3,2,1,46
16481,3,2,2,1,36
16482,1,1,2,2,22
16483,2,3,3,3,49
16484,2,2,3,3,39
16485,2,2,1,3,29
16486,3,3,3,1,51
16488,2,3,1,4,39
16489,2,3,3,3,49
16490,1,1,1,4,17
16491,1,2,1,4,27
16492,3,3,3,1,51
16493,3,2,2,3,36
16494,1,1,2,2,22
16495,3,3,1,1,41
16496,1,1,3,2,27
16497,2,3,3,3,49
16498,2,2,1,4,29
16499,1,1,3,2,27
16500,1,2,3,2,37
16501,2,3,3,3,49
16502,2,2,3,3,39
16503,2,1,3,3,29
16504,2,2,3,3,39
16505,1,1,1,5,17
16506,1,1,1,5,17
16507,3,3,2,1,46
16508,2,3,2,2,44
16509,2,2,2,3,34
16510,1,1,1,4,17
16512,2,2,1,4,29
16513,2,2,1,4,29
16514,2,2,1,4,29
16515,3,3,1,3,41
16516,1,1,3,2,27
16517,2,3,1,4,39
16518,2,2,1,4,29
16519,2,3,3,3,49
16521,1,2,1,5,27
16522,1,1,1,4,17
16523,2,1,1,5,19
16524,1,1,1,5,17
16525,2,2,2,3,34
16527,2,1,2,3,24
16529,1,1,3,2,27
16530,1,1,1,5,17
16531,2,2,2,2,34
16533,2,3,3,2,49
16534,1,2,1,4,27
16535,1,1,2,2,22
16536,1,1,1,4,17
16537,3,3,2,1,46
16539,2,2,3,2,39
16540,2,3,3,2,49
16541,2,2,1,5,29
16542,2,3,1,5,39
16543,3,2,2,1,36
16544,2,2,3,2,39
16546,3,2,3,1,41
16547,1,1,3,2,27
16548,3,3,2,1,46
16549,2,2,3,2,39
16550,2,2,1,4,29
16551,2,2,3,2,39
16552,1,1,1,5,17
16553,1,2,1,4,27
16555,3,2,3,1,41
16556,1,1,2,2,22
16557,2,2,3,2,39
16558,2,2,1,4,29
16559,3,3,1,3,41
16560,1,1,1,4,17
16561,1,1,1,5,17
16562,2,2,3,2,39
16563,1,2,3,2,37
16565,2,3,3,2,49
16567,1,2,1,5,27
16568,2,3,2,3,44
16569,1,2,1,5,27
16570,3,3,2,1,46
16571,3,3,2,1,46
16572,2,3,3,3,49
16573,2,2,3,2,39
16574,3,3,3,1,51
16575,2,3,2,3,44
16576,1,2,1,5,27
16577,3,2,3,1,41
16578,1,1,1,5,17
16579,1,1,3,2,27
16580,1,1,1,5,17
16581,2,1,2,2,24
16582,2,2,2,3,34
16583,2,2,3,3,39
16584,3,2,3,1,41
16585,3,3,2,1,46
16586,2,3,3,3,49
16587,2,3,3,3,49
16588,2,2,2,2,34
16589,1,1,1,4,17
16590,3,3,2,1,46
16591,1,1,1,4,17
16592,1,2,1,4,27
16593,2,3,2,2,44
16594,1,1,3,2,27
16595,1,1,2,4,22
16596,2,2,2,3,34
16598,2,2,1,3,29
16600,1,1,1,4,17
16601,2,3,1,3,39
16602,3,3,2,1,46
16603,2,2,1,4,29
16605,2,1,3,2,29
16606,1,1,1,5,17
16607,2,2,3,2,39
16608,1,1,1,5,17
16609,1,1,1,5,17
16610,2,2,3,2,39
16611,1,1,2,2,22
16612,2,3,2,3,44
16613,2,1,3,2,29
16616,2,2,1,4,29
16617,2,3,1,3,39
16618,2,3,3,3,49
16620,1,2,1,4,27
16621,2,2,2,2,34
16622,2,3,3,3,49
16624,2,2,1,4,29
16625,2,2,3,2,39
16626,3,2,3,1,41
16627,1,1,1,4,17
16628,2,3,2,3,44
16629,2,3,2,3,44
16630,2,2,1,5,29
16631,3,3,2,1,46
16633,3,3,2,1,46
16634,1,1,2,2,22
16635,2,3,3,2,49
16636,2,2,1,3,29
16638,1,1,3,2,27
16639,2,2,3,2,39
16640,3,3,3,1,51
16641,2,2,2,4,34
16643,1,1,3,2,27
16644,2,2,1,4,29
16645,2,1,1,4,19
16646,1,1,2,2,22
16648,1,1,2,2,22
16649,2,2,3,2,39
16650,1,1,1,5,17
16651,2,2,3,2,39
16652,1,1,1,4,17
16653,2,1,3,2,29
16654,2,1,3,2,29
16655,2,2,2,3,34
16656,3,3,3,1,51
16657,3,3,3,1,51
16658,1,1,1,5,17
16659,1,1,1,5,17
16660,1,1,1,4,17
16661,1,1,1,5,17
16663,1,2,1,4,27
16664,2,2,1,4,29
16665,2,2,1,4,29
